longitude,latitude,housing_median_age,median_income,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,room_bedroom_ratio,avg_rooms_per_household,people_per_household,median_house_value
-118.2,34.04,52,2.07,0,0,0,0,4.068403909,4.205387205,4.117845118,136300
-118.2,34.04,47,3.7619,0,0,0,0,4.642156863,4.997361478,4.298153034,127600
-118.2,34.03,52,2.3716,0,0,0,0,3.880530973,3.941573034,4.15505618,122800
-118.2,34.04,44,1.8224,0,0,0,0,3.624352332,3.750670241,3.804289544,143800
-118.2,34.04,36,2.181,0,0,0,0,3.316326531,3.39958159,4.190376569,147200
-118.2,34.04,44,1.6888,0,0,0,0,2.908088235,3.07184466,3.87961165,125000
-118.2,34.04,18,1.0333,0,0,0,0,3.50660793,3.651376147,2.509174312,135400
-118.21,34.04,36,2.1862,0,0,0,0,3.810020877,3.802083333,4.36875,135300
-118.21,34.04,37,2.2454,0,0,0,0,3.393574297,3.353174603,3.496031746,165000
-118.21,34.04,47,2.8,0,0,0,0,3.371501272,3.764204545,4.423295455,148400
-118.21,34.05,28,1.6319,0,0,0,0,2.275648949,2.532324622,4.400275103,151600
-118.21,34.04,52,2.1923,0,0,0,0,3.121771218,3.010676157,4.103202847,155000
-118.22,34.05,43,1.9402,0,0,0,0,2.805352798,2.819070905,4.075794621,139300
-118.21,34.05,47,2.5455,0,0,0,0,3.072340426,3.194690265,4.115044248,114300
-118.22,34.04,43,1.4189,0,0,0,0,2.590909091,2.455384615,4.36,141700
-118.22,34.05,44,1.2,0,0,0,0,3.193641618,2.970430108,4.295698925,115600
-118.22,34.04,43,1.5163,0,0,0,0,2.917808219,3.314002829,3.490806223,115000
-118.21,34.04,43,1.9405,0,0,0,0,3.14884696,3.14884696,3.865828092,152500
-118.21,34.04,47,2.2788,0,0,0,0,3.340153453,3.774566474,4.332369942,139600
-118.22,34.03,45,1.8125,0,0,0,0,2.588785047,2.541284404,4.073394495,139600
-118.21,34.03,45,2.6573,0,0,0,0,3.940677966,4.078947368,4.151315789,141800
-118.21,34.03,44,2.5268,0,0,0,0,3.808353808,3.846153846,4.263027295,141100
-118.21,34.03,52,2.2083,0,0,0,0,3.765151515,4.107438017,4.520661157,146300
-118.21,34.03,47,2.2656,0,0,0,0,3.842105263,3.792207792,3.774891775,145000
-118.2,34.03,41,1.925,0,0,0,0,3.868263473,4.01242236,3.571428571,135200
-118.2,34.02,49,2.75,0,0,0,0,3.463722397,3.647840532,4.687707641,146000
-118.2,34.03,52,2.3472,0,0,0,0,3.703349282,3.812807882,4.004926108,135200
-118.2,34.03,37,2.7266,0,0,0,0,4.038265306,4.198938992,4.710875332,140800
-118.2,34.03,52,1.4115,0,0,0,0,3.713375796,3.350574713,4.195402299,140600
-118.21,34.02,45,2.6875,0,0,0,0,3.901477833,4.212765957,4.638297872,129700
-118.19,34.02,44,2.3575,0,0,0,0,3.509090909,3.747572816,4.52149792,144800
-118.2,34.02,48,2.3944,0,0,0,0,3.760539629,3.72909699,4.045150502,130700
-118.2,34.02,26,1.625,0,0,0,0,4,4,3.888888889,175000
-118.2,34.02,42,3.7543,0,0,0,0,4.15,4.18487395,4.605042017,126600
-118.21,34.02,52,7.5752,0,0,0,0,3.142857143,3.142857143,5.394812033,67500
-118.21,34.02,43,1.3615,0,0,0,0,3.530214425,3.718685832,4.359342916,133300
-118.23,34.05,52,2.5313,0,0,0,0,1.281481481,1.378486056,1.378486056,225000
-118.24,34.05,13,0.8288,0,0,0,0,2.443328551,2.545590433,2.724962631,181300
-118.24,34.04,52,1.0769,0,0,0,0,1.08411215,1.260869565,1.858695652,112500
-118.24,34.06,33,1.1979,0,0,0,0,1.959798995,2.020725389,2.25388601,350000
-118.24,34.06,8,1.0227,0,0,0,0,2.18115942,2.328820116,2.077369439,87500
-118.24,34.06,19,1.7395,0,0,0,0,2.810969638,2.934560327,3.399795501,162500
-118.25,34.05,52,0.6775,0,0,0,0,1.443415638,1.748286604,1.390654206,350000
-118.25,34.05,8,0.8131,0,0,0,0,2.472133758,3.114343029,1.089267803,275000
-118.25,34.06,12,5.3081,0,0,0,0,2.789290682,3.686580882,1.537683824,287500
-118.26,34.05,52,4.0972,0,0,0,0,1.115384615,2.148148148,1.518518519,500001
-118.26,34.04,6,2.462,0,0,0,0,2.701413428,3.23255814,2.221987315,162500
-118.25,34.06,52,1.7763,0,0,0,0,2.636363636,3.052631579,4.368421053,312500
-118.26,34.06,15,1.4886,0,0,0,0,2.650406504,3.104761905,4.666666667,175000
-118.26,34.06,40,1.8625,0,0,0,0,2.333333333,2.422053232,4.372623574,131300
-118.26,34.07,52,1.8438,0,0,0,0,2.939641109,3.069846678,4.057921635,185900
-118.26,34.07,40,2.2607,0,0,0,0,2.490842491,2.730923695,3.995983936,165600
-118.26,34.07,30,2.5227,0,0,0,0,3.903361345,4.341121495,3.565420561,187500
-118.26,34.06,38,2.345,0,0,0,0,2.535460993,2.383333333,3.913333333,225000
-118.26,34.06,42,1.5854,0,0,0,0,1.982059282,2.137089992,3.342304458,87500
-118.27,34.07,42,2.3438,0,0,0,0,2.745327103,2.886977887,3.914004914,213300
-118.27,34.06,30,1.5885,0,0,0,0,2.247461929,2.318062827,2.863874346,154200
-118.27,34.07,34,2.3438,0,0,0,0,2.304985337,2.45625,3.871875,152100
-118.27,34.07,32,2.1135,0,0,0,0,2.861830743,2.77090301,3.463210702,152500
-118.27,34.06,33,1.9818,0,0,0,0,2.064139942,2.306188925,3.278501629,208300
-118.27,34.07,33,2.3981,0,0,0,0,2.514957265,2.737209302,3.565116279,183300
-118.28,34.07,41,1.9233,0,0,0,0,3.238670695,3.414012739,3.538216561,207100
-118.28,34.07,24,2.4632,0,0,0,0,2.534738486,2.747038917,2.235194585,216700
-118.28,34.07,14,2.2552,0,0,0,0,2.07775378,2.429292929,2.810606061,265900
-118.28,34.07,32,2.3636,0,0,0,0,3.315298507,3.63394683,3.443762781,190000
-118.28,34.07,25,2.0173,0,0,0,0,2.366152878,2.592005513,2.488283942,177500
-118.28,34.06,14,1.1642,0,0,0,0,2.094958968,2.342070773,2.950196592,400000
-118.28,34.06,17,1.7199,0,0,0,0,2.105351171,2.518,3.051,175000
-118.27,34.06,17,1.1346,0,0,0,0,1.818493151,1.868073879,3.443271768,137500
-118.27,34.06,25,1.3241,0,0,0,0,1.457482993,1.654440154,3.593629344,112500
-118.27,34.06,45,1.494,0,0,0,0,1.597733711,1.768025078,3.673981191,187500
-118.27,34.06,26,1.4904,0,0,0,0,1.517751479,1.598130841,3.750778816,275000
-118.26,34.06,33,1.7238,0,0,0,0,1.862464183,1.92687747,3.663043478,110000
-118.27,34.05,37,2.7634,0,0,0,0,1.428571429,1.411290323,4.524193548,137500
-118.27,34.05,52,0.9563,0,0,0,0,1.49537037,1.784530387,2.874309392,275000
-118.28,34.06,52,1.6184,0,0,0,0,2.047077922,2.170395869,3.974182444,225000
-118.28,34.06,52,1.1122,0,0,0,0,2.061674009,2.644067797,2.796610169,187500
-118.28,34.06,42,1.2254,0,0,0,0,,2.096692112,3.218829517,162500
-118.27,34.05,25,1.7866,0,0,0,0,1.574162679,1.678571429,3.566326531,325000
-118.27,34.05,26,1.5727,0,0,0,0,1.727002967,2.151571165,3.114602588,225000
-118.28,34.05,28,1.4615,0,0,0,0,2.050235479,2.183946488,3.476588629,275000
-118.28,34.05,31,1.6355,0,0,0,0,2.089041096,2.338957055,3.849693252,162500
-118.28,34.05,41,1.4413,0,0,0,0,2.310077519,2.547008547,4.175213675,158900
-118.28,34.05,41,1.3,0,0,0,0,1.800670017,1.750814332,3.680781759,162500
-118.28,34.05,44,1.4801,0,0,0,0,2.520833333,2.581333333,4.813333333,212500
-118.27,34.05,47,1.3169,0,0,0,0,1.841225627,2.153094463,4.57980456,112500
-118.27,34.04,13,1.7038,0,0,0,0,,2.615835777,3.164222874,118100
-118.27,34.05,24,1.8304,0,0,0,0,1.509345794,1.708994709,3.973544974,225000
-118.27,34.05,12,1.2012,0,0,0,0,1.631097561,1.465753425,3.271232877,275000
-118.32,34.07,52,8.8062,0,0,0,0,7.045751634,6.932475884,2.768488746,500001
-118.33,34.06,52,15.0001,0,0,0,0,7.670833333,8.444954128,3.178899083,500001
-118.33,34.07,52,15.0001,0,0,0,0,8.815686275,8.483018868,3.067924528,500001
-118.33,34.07,52,15.0001,0,0,0,0,8.666666667,9.204968944,3.298136646,500001
-118.34,34.06,52,7.4574,0,0,0,0,6.760517799,7.434163701,3.142348754,500001
-118.34,34.06,52,3.4812,0,0,0,0,4.229032258,4.520689655,2.437931034,432800
-118.29,34.08,49,1.6806,0,0,0,0,2.06031746,1.972644377,3,316700
-118.29,34.07,19,2.5386,0,0,0,0,2.694991055,2.989087302,2.445436508,290600
-118.29,34.06,9,2.0185,0,0,0,0,1.906748466,2.042049934,2.239159001,141700
-118.29,34.07,22,1.6406,0,0,0,0,1.828996283,1.885057471,2.429118774,300000
-118.29,34.07,26,2.3567,0,0,0,0,2.048042705,2.292828685,2.64940239,253100
-118.29,34.08,43,1.925,0,0,0,0,2.272118959,2.343558282,3.006134969,300000
-118.3,34.07,31,2.4348,0,0,0,0,2.24246988,2.678057554,3.224820144,230600
-118.3,34.07,46,1.8238,0,0,0,0,2.175095785,2.359517872,3.093516209,237500
-118.3,34.07,26,2.3375,0,0,0,0,2.78335535,2.847297297,3.594594595,282300
-118.3,34.07,36,3.425,0,0,0,0,3.600271003,3.674965422,3.145228216,281700
-118.31,34.07,28,2.2364,0,0,0,0,2.488935722,2.642058166,3.086129754,305600
-118.31,34.08,49,2.6218,0,0,0,0,4.046031746,4.291245791,2.590909091,350900
-118.31,34.07,40,2.2653,0,0,0,0,3.346347607,3.547396529,2.869158879,445000
-118.32,34.07,52,11.2185,0,0,0,0,8.142076503,8.300835655,2.693593315,500001
-118.31,34.06,36,0.8804,0,0,0,0,2.510204082,2.713235294,1.066176471,450000
-118.32,34.06,52,5.7393,0,0,0,0,3.995934959,4.818627451,2.833333333,500001
-118.32,34.07,25,3.5909,0,0,0,0,3.87553041,4.126506024,2.138554217,404500
-118.32,34.06,52,15.0001,0,0,0,0,9.55,7.958333333,3.808333333,500001
-118.31,34.07,26,2.3105,0,0,0,0,2.463260341,2.778265642,2.487925357,166700
-118.31,34.06,30,1.6987,0,0,0,0,2.450748621,2.553366174,2.081280788,412500
-118.3,34.07,18,2.2708,0,0,0,0,,2.571135431,2.254445964,175000
-118.31,34.07,20,2.3674,0,0,0,0,2.615384615,2.740554156,2.450881612,500001
-118.3,34.06,20,2.2094,0,0,0,0,1.988839286,2.165249089,2.125151883,75000
-118.31,34.06,34,1.9038,0,0,0,0,2.063492063,2.341232227,2.204739336,325000
-118.29,34.07,24,1.7365,0,0,0,0,2.35559461,2.629823414,2.437540876,112500
-118.3,34.07,28,1.8829,0,0,0,0,2.063636364,2.199241786,2.459983151,300000
-118.3,34.06,43,1.6953,0,0,0,0,1.845945946,2.032738095,1.401785714,150000
-118.29,34.06,42,1.5553,0,0,0,0,1.698211949,1.806122449,3.175324675,70000
-118.29,34.06,27,1.5954,0,0,0,0,2.210621062,2.224637681,3.747282609,187500
-118.29,34.06,46,2.1637,0,0,0,0,1.738142292,2.005701254,3.096921323,350000
-118.3,34.06,47,1.468,0,0,0,0,1.594036697,1.680773881,3.45828295,137500
-118.29,34.06,23,1.9309,0,0,0,0,2.622107969,2.926829268,3.206599713,233300
-118.3,34.06,33,2.0332,0,0,0,0,1.899454404,2.248154982,3.603321033,270000
-118.3,34.06,21,1.8214,0,0,0,0,2.657718121,2.966292135,2.597752809,475000
-118.3,34.06,23,1.7896,0,0,0,0,2.088113051,2.24686941,3.327370304,322200
-118.31,34.06,24,2.8202,0,0,0,0,2.949227373,3.136150235,2.976525822,500001
-118.31,34.06,47,1.6725,0,0,0,0,1.98173516,2.063858696,2.870244565,187500
-118.31,34.06,34,2.0547,0,0,0,0,2.770614693,3.137521222,2.293718166,410000
-118.31,34.06,52,2.1435,0,0,0,0,2.80952381,2.80952381,2.53968254,328900
-118.31,34.06,31,2.0278,0,0,0,0,2.607933579,2.846928499,3.128902316,360000
-118.31,34.06,14,1.9949,0,0,0,0,2.413312693,2.749559083,2.890652557,380000
-118.32,34.05,42,3.5517,0,0,0,0,4.617110799,4.884272997,3.299703264,291500
-118.32,34.06,43,4.125,0,0,0,0,4.808219178,4.934973638,2.90685413,436800
-118.32,34.06,36,4.5918,0,0,0,0,4.486149584,5.29248366,2.259803922,337000
-118.33,34.06,52,8.3617,0,0,0,0,5.922077922,5.516129032,2.971774194,433800
-118.33,34.05,48,3.375,0,0,0,0,4.563567362,4.790836653,3.721115538,257800
-118.33,34.05,44,2.5284,0,0,0,0,4.035897436,3.896039604,3.274752475,226300
-118.33,34.05,45,2.1736,0,0,0,0,3.289017341,3.663090129,3.103004292,171300
-118.32,34.05,50,1.5882,0,0,0,0,3.815934066,4.599337748,3.231788079,327300
-118.32,34.05,42,1.9923,0,0,0,0,2.825866441,2.917102967,3.036649215,250000
-118.31,34.05,35,2.5313,0,0,0,0,4,4.167487685,3.886699507,305800
-118.31,34.05,40,3.1406,0,0,0,0,4.567123288,4.341145833,3.0234375,417600
-118.3,34.05,44,1.9152,0,0,0,0,2.48,2.718381113,3.41989882,115600
-118.3,34.05,42,1.721,0,0,0,0,2.419672131,2.708256881,2.944954128,214300
-118.31,34.05,42,2.2937,0,0,0,0,1.986547085,1.986547085,2.609865471,350000
-118.3,34.05,46,2.1414,0,0,0,0,3.032822757,2.857731959,3.804123711,157700
-118.3,34.05,31,2.2684,0,0,0,0,2.422222222,2.755134281,3.213270142,193800
-118.29,34.05,30,1.3867,0,0,0,0,2.405772496,2.624074074,2.990740741,193800
-118.29,34.05,34,1.5972,0,0,0,0,,2.510250569,3.018223235,168800
-118.3,34.05,36,1.9323,0,0,0,0,3.028119508,3.439121756,3.321357285,161100
-118.3,34.05,34,2.096,0,0,0,0,2.471088435,2.466893039,3.373514431,187500
-118.29,34.05,18,1.847,0,0,0,0,2.15833835,2.337027379,3.408735332,250000
-118.29,34.05,11,2.3864,0,0,0,0,1.82972973,1.985337243,3.351906158,350000
-118.29,34.05,31,2.053,0,0,0,0,2.250798722,2.348333333,3.438333333,229200
-118.35,34.08,52,4.6838,0,0,0,0,5.75399361,6.146757679,2.436860068,479000
-118.35,34.07,52,4.89,0,0,0,0,6.150246305,6.060679612,2.5,500001
-118.35,34.07,52,4.1328,0,0,0,0,6.502808989,6.710144928,2.591304348,500001
-118.34,34.07,52,5.8632,0,0,0,0,6.476489028,6.956228956,3.303030303,450000
-118.34,34.08,52,10.586,0,0,0,0,8.717791411,8.508982036,2.964071856,500001
-118.34,34.08,52,15.0001,0,0,0,0,8.825641026,8.780612245,3.510204082,500001
-118.34,34.07,52,6.2223,0,0,0,0,5.707746479,5.959558824,2.161764706,500001
-118.34,34.07,52,4.1618,0,0,0,0,5.720735786,6.065602837,2.132978723,500001
-118.34,34.08,52,5.5871,0,0,0,0,5.084870849,5.403921569,1.903921569,500001
-118.35,34.08,52,3.2645,0,0,0,0,3.990291262,4.086647727,1.684659091,175000
-118.36,34.08,52,3.1765,0,0,0,0,3.948419301,4.119791667,1.970486111,225000
-118.36,34.08,52,2.9621,0,0,0,0,3.897540984,3.979079498,1.774058577,175000
-118.35,34.07,48,3.6111,0,0,0,0,3.490196078,3.836206897,1.870689655,450000
-118.35,34.07,45,3.3594,0,0,0,0,3.622562674,3.823125919,1.645761881,287500
-118.35,34.07,46,4.0179,0,0,0,0,4.026829268,4.158690176,1.289672544,350000
-118.35,34.07,45,3.5719,0,0,0,0,3.763636364,4.09394314,1.430160692,500001
-118.36,34.07,40,2.3375,0,0,0,0,4.073825503,4.129251701,1.761904762,355200
-118.36,34.07,48,4.7019,0,0,0,0,4.833333333,4.87394958,2.095238095,411100
-118.37,34.07,50,4.3667,0,0,0,0,,4.881782946,2.164728682,405600
-118.36,34.07,52,3.4265,0,0,0,0,4.536585366,4.703448276,2.170114943,456900
-118.37,34.07,52,4.25,0,0,0,0,5.041189931,5.736979167,2.341145833,486900
-118.37,34.07,52,5.24,0,0,0,0,5.045977011,5.081018519,2.046296296,486400
-118.37,34.07,44,3.201,0,0,0,0,4.076923077,4.366720517,1.688206785,287500
-118.37,34.07,39,3.1677,0,0,0,0,4.38973384,4.228937729,1.593406593,453400
-118.37,34.07,52,3.4286,0,0,0,0,4.388663968,4.250980392,1.835294118,474300
-118.38,34.08,25,3.3989,0,0,0,0,3.538638103,3.883291352,1.460117548,485000
-118.38,34.07,16,3.3725,0,0,0,0,3.485879797,3.981803143,1.569065343,375000
-118.38,34.07,21,3.5573,0,0,0,0,3.821129707,4.104494382,1.696629213,500001
-118.34,34.07,52,3.1766,0,0,0,0,3.003784295,3.184553661,1.598796389,225000
-118.35,34.06,52,2.4722,0,0,0,0,2.533823529,2.767871486,1.420080321,500001
-118.34,34.06,52,7.1669,0,0,0,0,7.729411765,6.140186916,2.939252336,500001
-118.34,34.05,52,3.9167,0,0,0,0,5.524017467,5.634743875,2.498886414,321600
-118.34,34.06,52,3.5481,0,0,0,0,4.961630695,5.48806366,2.190981432,396000
-118.34,34.06,52,3.7167,0,0,0,0,4.410714286,4.94,2.56,327300
-118.35,34.06,52,3.2411,0,0,0,0,4.712624585,5.148820327,2.112522686,250000
-118.35,34.06,48,3.7167,0,0,0,0,4.853046595,4.381877023,2.317152104,385000
-118.35,34.06,52,5.3819,0,0,0,0,4.248447205,4.514851485,2.03630363,440900
-118.35,34.05,33,2.6781,0,0,0,0,3.444976077,3.913043478,1.923913043,328800
-118.35,34.06,48,3.2279,0,0,0,0,4.299031477,4.293833132,1.935912938,400000
-118.36,34.06,39,3.25,0,0,0,0,4.194029851,4.503205128,1.77724359,355000
-118.36,34.06,52,2.9605,0,0,0,0,4.681318681,5.392405063,2.33164557,500001
-118.37,34.06,52,4.5192,0,0,0,0,5.26875,5.582781457,2.205298013,446000
-118.37,34.06,52,5.5596,0,0,0,0,5.564013841,6.380952381,2.5,500001
-118.38,34.06,28,3.1475,0,0,0,0,4.094155844,4.393728223,1.726480836,362500
-118.38,34.06,29,2.7824,0,0,0,0,3.91468254,4.50456621,1.913242009,450000
-118.38,34.06,31,2.8233,0,0,0,0,3.752158895,4.060747664,1.857009346,310000
-118.38,34.06,25,3.5556,0,0,0,0,3.8698941,4.022012579,1.860062893,500000
-118.37,34.05,35,3.0862,0,0,0,0,4.451086957,4.69789675,2.216061185,345300
-118.37,34.04,52,3.825,0,0,0,0,5.181818182,5.465753425,3.063926941,278500
-118.37,34.05,48,4.005,0,0,0,0,5.41025641,5.702702703,2.427927928,275000
-118.37,34.05,41,2.9883,0,0,0,0,4.354779412,4.538314176,2.398467433,296100
-118.37,34.06,52,5.0858,0,0,0,0,5.293144208,5.447688564,2.0243309,470000
-118.37,34.05,52,4.0583,0,0,0,0,5.368421053,5.865,2.8025,444300
-118.37,34.05,52,3.625,0,0,0,0,5.107843137,5.074675325,2.519480519,440900
-118.37,34.06,52,4.0217,0,0,0,0,4.747035573,5.176724138,1.892241379,500001
-118.36,34.05,48,3.3824,0,0,0,0,4.517326733,5.027548209,2.005509642,322600
-118.36,34.05,47,4.0625,0,0,0,0,4.746666667,5.122302158,2.273381295,295200
-118.36,34.05,48,3.2813,0,0,0,0,4.828947368,4.959459459,2.583783784,243600
-118.36,34.04,49,2.7917,0,0,0,0,5.407608696,5.128865979,2.381443299,242000
-118.36,34.05,45,3.3333,0,0,0,0,4.756962025,4.594132029,2.312958435,254700
-118.36,34.05,50,3.0833,0,0,0,0,4.332512315,4.64116095,2.274406332,338100
-118.38,34.05,52,3.0707,0,0,0,0,4.277083333,4.923261391,2.158273381,417900
-118.39,34.05,47,5.7509,0,0,0,0,5.162420382,5.21221865,2.327974277,474100
-118.38,34.05,52,4.2404,0,0,0,0,4.346320346,4.442477876,2.610619469,351000
-118.38,34.05,52,4.4191,0,0,0,0,5.90952381,5.799065421,2.457943925,334100
-118.38,34.05,49,4.8958,0,0,0,0,,3.754010695,2.449197861,333600
-118.38,34.05,40,3.238,0,0,0,0,3.933110368,4.177619893,2.012433393,287500
-118.38,34.05,35,3.0956,0,0,0,0,4.001137656,4.485969388,2.081632653,500001
-118.35,34.05,47,2.5806,0,0,0,0,4.145802651,4.739057239,2.580808081,234100
-118.35,34.05,44,2.0984,0,0,0,0,3.764705882,3.957356077,2.929637527,158000
-118.36,34.05,42,2.8793,0,0,0,0,,5.062730627,2.487084871,202100
-118.36,34.05,45,2.5658,0,0,0,0,,4.806315789,2.301052632,252000
-118.35,34.05,46,2.8841,0,0,0,0,4.764966741,4.851015801,2.042889391,290800
-118.34,34.05,50,3.1944,0,0,0,0,4.794749403,4.997512438,2.810945274,213500
-118.34,34.05,39,2.2725,0,0,0,0,3.339041096,3.421052632,2.536842105,140600
-118.35,34.05,52,3.6435,0,0,0,0,4.760869565,4.819070905,2.60391198,195800
-118.34,34.05,52,2.6654,0,0,0,0,4.353174603,5.00913242,2.276255708,259400
-118.32,34.04,39,2.532,0,0,0,0,3.651477833,3.734256927,3.322418136,172700
-118.32,34.04,39,2.2554,0,0,0,0,3.921212121,4.134185304,3.642172524,165000
-118.32,34.04,48,2.3526,0,0,0,0,3.609756098,3.807073955,3.064308682,156300
-118.33,34.04,31,2.913,0,0,0,0,4.342629482,4.560669456,3.9958159,192500
-118.33,34.05,46,2.0706,0,0,0,0,3.79245283,4.15862069,3.172413793,268500
-118.33,34.04,52,3.6373,0,0,0,0,6.346633416,6.841397849,2.698924731,420000
-118.34,34.05,41,2.7409,0,0,0,0,4.447033898,4.513978495,2.944086022,167100
-118.34,34.04,35,2.5955,0,0,0,0,3.863261944,4.150442478,3.614159292,139700
-118.34,34.04,40,2.2254,0,0,0,0,3.117824773,3.345218801,3.468395462,127100
-118.34,34.04,37,1.7014,0,0,0,0,2.771266541,2.932,3.67,123200
-118.35,34.04,36,1.8685,0,0,0,0,3.254575707,3.582417582,3.062271062,150700
-118.35,34.04,49,3.0856,0,0,0,0,4.15037594,3.717171717,2.249158249,151600
-118.35,34.04,45,2.1711,0,0,0,0,4.422969188,4.713432836,2.128358209,179200
-118.36,34.04,48,2.3214,0,0,0,0,4.123543124,4.367901235,2.451851852,139400
-118.36,34.04,45,3.5161,0,0,0,0,4.237410072,4.662269129,2.775725594,157000
-118.35,34.04,38,2.3687,0,0,0,0,4.336,4.370967742,2.739247312,146800
-118.36,34.03,43,2.1078,0,0,0,0,4.459102902,4.707520891,2.832869081,133500
-118.37,34.03,37,3.0694,0,0,0,0,,4.232876712,3.308219178,122200
-118.36,34.04,34,2.0538,0,0,0,0,4.018610422,4.233986928,3.047058824,125800
-118.35,34.04,41,2.4635,0,0,0,0,3.822695035,4.312,2.96,169400
-118.35,34.03,44,1.9,0,0,0,0,4.158653846,4.726775956,2.93442623,110900
-118.35,34.04,45,2.5625,0,0,0,0,4.006535948,3.997826087,2.852173913,138000
-118.34,34.04,42,2.6,0,0,0,0,4.669444444,4.988130564,2.928783383,171400
-118.34,34.03,48,1.6581,0,0,0,0,4.3081571,4.005617978,2.202247191,118800
-118.34,34.04,42,1.9408,0,0,0,0,4.068825911,4.707259953,2.817330211,134600
-118.35,34.03,35,1.975,0,0,0,0,4.318318318,4.699346405,2.594771242,138100
-118.33,34.04,33,2.5927,0,0,0,0,4.067567568,4.595419847,2.954198473,161500
-118.33,34.03,33,1.7377,0,0,0,0,3.708333333,3.975945017,2.945017182,183900
-118.33,34.04,48,2.628,0,0,0,0,5.501128668,5.720657277,3.286384977,251100
-118.32,34.04,47,1.8333,0,0,0,0,3.738721805,3.832369942,2.755298651,151100
-118.32,34.04,42,2.0259,0,0,0,0,4.371287129,4.811989101,3.04359673,168800
-118.32,34.04,44,2.8654,0,0,0,0,4.520179372,4.520179372,2.439461883,176800
-118.32,34.03,35,2.1046,0,0,0,0,3.410695187,3.981273408,2.77278402,114000
-118.33,34.03,39,1.9018,0,0,0,0,3.438256659,4.127906977,2.777616279,137500
-118.32,34.03,47,3.0132,0,0,0,0,5.464646465,5.606217617,2.357512953,223200
-118.32,34.03,50,2.8971,0,0,0,0,5.286532951,5.507462687,3.310447761,127800
-118.32,34.03,47,3.1731,0,0,0,0,3.82781457,3.95890411,2.904109589,121500
-118.32,34.02,52,2.6098,0,0,0,0,4.277683135,4.598901099,3.04029304,127100
-118.32,34.02,51,2.0304,0,0,0,0,4.369565217,4.642032333,3.129330254,133400
-118.32,34.02,47,2.0042,0,0,0,0,4.76300578,4.875739645,3.313609467,114200
-118.33,34.02,45,1.8783,0,0,0,0,4.177944862,4.445333333,2.474666667,118200
-118.33,34.02,46,2.1979,0,0,0,0,3.907928389,4.174863388,2.549180328,125700
-118.33,34.03,46,1.6429,0,0,0,0,3.6992,3.834162521,2.573797678,125000
-118.34,34.02,48,4.2218,0,0,0,0,5.04375,5.075471698,2.150943396,181000
-118.34,34.02,44,3.5357,0,0,0,0,5.368831169,4.68707483,2.371882086,156900
-118.35,34.03,49,1.89,0,0,0,0,4.403773585,5.22147651,2.984340045,124000
-118.35,34.03,43,2.2273,0,0,0,0,4.049618321,4.866972477,3.463302752,123300
-118.35,34.02,52,3.25,0,0,0,0,4.641304348,3.681034483,2.00862069,134700
-118.35,34.03,42,1.9928,0,0,0,0,3.990234375,4.077844311,3.261477046,125400
-118.36,34.03,36,2.1324,0,0,0,0,3.166666667,3.671186441,3.46779661,143800
-118.36,34.03,40,1.8316,0,0,0,0,3.514372163,3.783387622,3.008143322,113500
-118.36,34.03,38,2.2368,0,0,0,0,3.723404255,4.444444444,3.615873016,120000
-118.36,34.03,35,1.6452,0,0,0,0,3.645290581,3.773858921,3.456431535,125900
-118.36,34.03,38,2.0879,0,0,0,0,3.706896552,3.896210873,3.721581549,120700
-118.37,34.03,43,3.3636,0,0,0,0,4.703832753,4.397394137,2.641693811,140900
-118.34,34.03,46,2.4444,0,0,0,0,4.854581673,5.109014675,2.412997904,134100
-118.34,34.02,49,2.5156,0,0,0,0,4.336927224,4.136246787,2.303341902,136600
-118.34,34.02,50,3.1442,0,0,0,0,4.490421456,4.507692308,2.634615385,130300
-118.34,34.03,49,3.4306,0,0,0,0,4.692028986,4.886792453,2.886792453,130200
-118.34,34.03,47,1.3444,0,0,0,0,3.434937611,3.793307087,2.655511811,125000
-118.36,34.02,43,1.7159,0,0,0,0,4.072072072,4.121580547,2.419452888,189700
-118.37,34.03,41,3.9732,0,0,0,0,5,4.814189189,2.831081081,188400
-118.37,34.02,44,2.6154,0,0,0,0,4.244541485,5.156498674,2.602122016,193200
-118.28,34.05,35,1.5565,0,0,0,0,1.941527446,2.056890013,3.809102402,152500
-118.28,34.04,39,2.1696,0,0,0,0,2.66743649,2.724056604,4.379716981,153400
-118.29,34.04,41,2.0817,0,0,0,0,2.264604811,2.272413793,4.220689655,132500
-118.29,34.05,40,1.8571,0,0,0,0,2.598853868,2.808049536,4.414860681,143800
-118.29,34.04,48,2.4359,0,0,0,0,2.772540984,2.778234086,3.993839836,123700
-118.3,34.04,50,1.7225,0,0,0,0,3.365900383,3.600409836,4.262295082,180000
-118.3,34.05,51,2.4297,0,0,0,0,3.200636943,3.284313725,4.009803922,162500
-118.3,34.05,39,1.2786,0,0,0,0,1.962450593,2.140086207,3.80387931,121900
-118.31,34.05,38,1.9336,0,0,0,0,3.619417476,4.246013667,4.027334852,190600
-118.31,34.05,35,2.1162,0,0,0,0,3.514886165,3.622743682,2.731046931,229200
-118.31,34.05,26,2.3536,0,0,0,0,2.8265625,2.8265625,3.9734375,500000
-118.31,34.04,33,2.4048,0,0,0,0,3.70661157,3.95154185,3.509544787,208300
